01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
08. 03. 2011	 	 4d5e5b	 1.5110e+04
2011-03-08       229e5b	   2.9888e+02
08.03.2011		 0f7f54 	5.6363e+02
2011-03-08     3c6d60  704.217266397094
08.03.2011   	  1e4629   1.7105e+04
03/08/2011       0f4795 1.5225e+04
08.03.2011   	911a2f 4.4236e+02
08. 03. 2011 	  04b28c    1.2042e+04
2011-03-09  0cc85c  1.4387e+04
2011-03-09		     5e513d   	1.1305e+03
2011-03-09 	  0cb227    296.6420688656696
03/09/2011  	 	49fc32  1.7412e+04
2011-03-09   	 	0f001c	  	7.0585e+02
2011-03-09    78d27a  1.5178e+03
2011-03-09   	 05841c 1.0235e+03
2011-03-09	  44a218 	  7.4945e+02
03/09/2011		   31d5e6    5.0055e+02
2011-03-10  	 	51f793    8.6847e+02
2011-03-10      988f72   1.7436e+04
10. 03. 2011        097a9f 1.0022e+04
10. 03. 2011 	 360a03	1.0442e+04
2011-03-10    2d59b1	1.4527e+04
2011-03-10	   6592c4  1525.7566607348265
10.03.2011  :   09c1b5	 	7.9003e+02
03/10/2011	  76c5b2    1.5938e+04
03/10/2011   766818  6.9904e+02
10. 03. 2011	   6dc379 1.8749e+04
2011-03-10	  007518    1.3069e+03
03/10/2011 	    	7ef1d9   4.6131e+02
10.03.2011        46b451   	5.8575e+02
2011-03-10    	 374347 		3.4967e+02
2011-03-10    415a9e 7.8899e+02
2011-03-10  		2818fc 	4.5767e+02
2011-03-10 	   09a633 18705.629315351867
2011-03-10   	   2c400a   2.2418e+01
03/10/2011 	 75cde8 1.0029e+04
10. 03. 2011	     	278a38    11994.494015014174
11.03.2011   4a5fcc 		 1.0825e+04
03/11/2011	    440a18 4.0359e+02
2011-03-11     3d0325   14285.74722705537
03/11/2011   59cb2e 	 	1.2577e+04
2011-03-11 	     84595e   	1.4139e+04
03/11/2011  	  53bdad   1.5504e+04
2011-03-11 	   	34db5f    1365.902358755434
2011-03-11  68c694  1.9242e+04
2011-03-11	 			287785    1.2484e+04
03/12/2011	  		 23e8e6  1.3250e+04
2011-03-12     	  37fc81    5.9092e+02
2011-03-12   : 		 6321de 8.2431e+02
2011-03-12     290357  1.7877e+03
03/12/2011       54f7b6   	10644.599466243882
12. 03. 2011 	 3a9501  1.6687e+04
2011-03-12 	 	 57e598    8.0226e+02
03/12/2011   	1197db 1.8397e+02
2011-03-12	     5786d6 2.4678e+02
03/12/2011   	 008a55  1.3593e+03
12.03.2011    4d9e1d		 1.0350e+04
2011-03-12	 1f137f 1.6498e+04
03/12/2011      86c240   	1.4838e+04
12.03.2011     0856ba 5.2151e+02
13.03.2011  		 7973d9    15752.523320137409
03/13/2011   	  4a58c8 	 1.1713e+04
2011-03-13 	 	   459c9e 1.4521e+03
03/13/2011	   88c3bb	1.8134e+04
2011-03-13    	7c59c1	   1.4343e+04
13. 03. 2011  8a58c0  1.1762e+04
2011-03-13    34fda5 1.3678e+04
03/13/2011   7e3eac   1.3507e+04
2011-03-13			   12bbbb 	  306.37221992568146
14.03.2011 	:    0eaa4c 	  1.3201e+04
2011-03-14      048ca9  15991.308149776989
2011-03-14    4b9fd8		 	1.2684e+04
03/14/2011  	 	1b93ec	 	1.8674e+04
2011-03-14 	  :    79b609 1.6577e+04
14. 03. 2011 	     4eb550   1.8357e+04
14.03.2011 		 	 13ac13    1.8364e+04
2011-03-14       74c176  6.8064e+02
2011-03-15    21681f   1.5537e+03
2011-03-15     71c264  18071.9476195236
03/15/2011	  	1a3e87  3.5431e+02
15.03.2011      1f7229 1.9639e+04
15.03.2011       79f93b  	 1.6743e+03
2011-03-15 	    434d79	 1.3829e+03
03/15/2011 	  		  3cad33 1.4766e+03
2011-03-15  	 	2a56fc 	  1.9749e+04
2011-03-15   	:  78813c  1.0238e+02
03/15/2011   	  06564b   1.5527e+04
2011-03-16  	  15c6ec 		 7.1706e+01
2011-03-16  :  	 149f14    3.6911e+02
2011-03-16     	1c8a79 5.3550e+02
16. 03. 2011  	4e9c2a 	  1.0304e+03
2011-03-16  :	 	 3a4022  6.5738e+02
16.03.2011     		5cd5a7    5.2035e+01
03/16/2011	  960279   1.7380e+02
2011-03-16	     4a49a0 	  3.3725e+02
16. 03. 2011	      0414f8  3.3270e+00
2011-03-16   79b751  5.5826e+02
16. 03. 2011     0bf57a   1582.972991036287
16. 03. 2011 	590a54  1429.7858858234276
2011-03-16	 7fcf57	1.9152e+04
2011-03-17  21b7a3    3.3894e+00
03/17/2011   63383e 	  18352.310615114
2011-03-17 	    	66d1ce 1.2093e+04
2011-03-17     90c300    1.9348e+04
03/17/2011		   6d9fa8  		1.2300e+02
17.03.2011    8a3ad5	9.8910e+02
03/17/2011 	 	  031216  	1.8652e+04
17. 03. 2011   629a5e 1.3550e+03
2011-03-17    	6ba718  1.2431e+03
2011-03-18   6c6c08 4.9024e+02
18.03.2011     1c4792	  6.7690e+02
2011-03-18    	5095c7    1.8605e+03
2011-03-18	 	   705f32	   1.5738e+04
2011-03-18   	7810be	 	1.8360e+04
03/18/2011  :	 5bf6c0    1.7543e+03
03/18/2011   1de8b5 11043.473912333999
2011-03-18   0742cf	  1.2548e+03
18.03.2011    : 400924 4.7038e+02
19. 03. 2011	    3e3f93   2.3623e+02
03/19/2011     8517f3   12668.904559087541
19.03.2011	      599ea0 	1.6814e+04
03/19/2011   	227bd8 	1.9173e+04
2011-03-19  	   8104b1 	1.7921e+04
2011-03-19  		    62f86f	449.0849810534649
19.03.2011   1fd181	1.3184e+04
19. 03. 2011   963ab3   1.9602e+04
03/19/2011	    848b5e 765.4399552958446
19. 03. 2011    0b1cc9 1.5224e+04
20.03.2011  	 0de7b2  	 602.0927991643483
2011-03-20	 		 	62e6b5  	 1.0252e+03
03/20/2011    	 344703  	 1.8167e+04
20.03.2011	 	 3063bb  1.9081e+04
2011-03-20    81d8b8 5.9731e+02
2011-03-20   7b4eae    4.2278e+02
2011-03-20 	 	  	 41ec46 	  1139.4092093967206
03/20/2011   	  2e7733   1.5640e+04
20.03.2011     	02c881 18334.04091111209
03/21/2011    	 35895f	 1.4893e+04
2011-03-21   :  	64279d  	1.3511e+04
21.03.2011  	    18fd22    1042.1143845044385
21.03.2011   : 6a461b   5.3158e+01
2011-03-21     69a7e6  1.1602e+03
03/21/2011  45b2a7 940.712740647051
2011-03-21   :  478bd4 15837.521800437591
2011-03-22 		  	4112e0  1.0655e+03
2011-03-22     3f73cc 1.9891e+04
03/22/2011 :	592ed6 3.1286e+02
2011-03-22     5cb2c1 1054.2195692233513
22. 03. 2011    60c425  	1.3193e+04
2011-03-22 	 	   7b4e19	 1.4381e+02
2011-03-22 	   6c78fe		1.2370e+03
22.03.2011		   	4af0d1  9.0367e+02
2011-03-22	  	   814a8b  1.5803e+04
2011-03-22      03fb09  1.3496e+03
2011-03-22  		 2731ec  	1.9059e+04
03/22/2011      8971e0    6.5114e+02
03/22/2011 	:   7f9f17 114.25961254277063
2011-03-22     48c492    1.5028e+04
2011-03-22 	     178391  1.1175e+04
23.03.2011   	 32ab72   1.0293e+04
23.03.2011  	 88efd6  2.3791e+02
2011-03-23    36f71d    1.8154e+04
2011-03-23	  915872 	 1.4475e+04
2011-03-23	 923e3b   12864.189157606099
2011-03-23   	467bdf 1.5810e+04
2011-03-23    1d6bdc	  1.0384e+03
2011-03-23  	   790242   7.8720e+01
03/23/2011     	230745 		 371.2469571227529
2011-03-24   	5630d2	  147.9141973865045
24. 03. 2011    35e856 1.5343e+04
2011-03-24  42df5e  18279.904189427067
2011-03-24 	 257a72 	 	19337.38086009893
24.03.2011 : 	  07cfcd    1.5809e+04
03/24/2011	    0d0346		17684.10188152068
2011-03-24	    56745b   1.1487e+04
2011-03-24     44d5b6  1.0991e+04
2011-03-24   :	   7bb8b0   	1.0443e+04
24. 03. 2011   :   82da1e 15138.219763048704
2011-03-24     8de600 	  1.6505e+04
2011-03-25    	3155d6    1.0534e+04
2011-03-25	     228891 19661.148290330308
25. 03. 2011   	80583a 		443.96457857111125
25. 03. 2011  	  1d7935  1.4383e+04
2011-03-25     5824f7 	 1.3019e+03
2011-03-25       67fc34 	1.7460e+04
03/25/2011   	6e929f 1.3688e+04
2011-03-25		    2a226b	 12547.33324822794
2011-03-25	    3015d1   1.0394e+03
25. 03. 2011      65b0b3  1.0093e+04
2011-03-25     	  021b22   6.3114e+02
25.03.2011	 	   4680e3 2.0514e+02
2011-03-25  	 96de10 	9.0517e+02
26.03.2011 	 	 		 7ae2e3 735.1004396288149
2011-03-26    4f49e5  430.389057144843
2011-03-26     		1f6242   1.3193e+03
2011-03-26	    	4e8b32 1.0877e+03
03/26/2011 	   19c5ed  1.8517e+04
2011-03-26   68e000	11047.566506758027
2011-03-26    	  3e14a1 	 	1.5305e+03
2011-03-26  	1a7214 4.9340e+02
03/26/2011  5b578e  	7.7497e+02
2011-03-26      6ce349	 	11423.36029983062
2011-03-26   			74f71b    15749.320755591716
2011-03-26	     0eae92  1.0568e+04
2011-03-26   	 424392 1.0909e+03
27.03.2011     8c70ed  	1.7804e+04
2011-03-27  		  239ab5  	1.9474e+04
27.03.2011 	  2630af	 16534.427487134468
2011-03-27    39d289	1.2635e+04
27. 03. 2011    :  	1bb3f5   1.7616e+04
27.03.2011  	0a7816  1.2635e+03
2011-03-27  			  48c69a	 1.8174e+04
27. 03. 2011 			  4a1e6c    5.8350e+02
27.03.2011   	 17ab18  1.5264e+04
27.03.2011       13b27c 	1.3499e+04
03/28/2011 	 	   35bbeb 1.9712e+04
2011-03-28	   	 17404b	1.3657e+04
03/28/2011 	  		3bce08 1.4214e+04
03/28/2011  	  	  5b43dc 8.2688e+02
2011-03-28 	   5bd7f1    1.6924e+04
28. 03. 2011 	   2c7cd8   	1.4383e+03
28.03.2011	  	  25270e  6.8867e+02
2011-03-28		  83e239 1.4360e+04
03/28/2011      80175f  1.3960e+03
03/28/2011    	   530140  6.0446e+02
28.03.2011     7b29af   1.2578e+04
28. 03. 2011	    	 488833	   1.6058e+04
2011-03-28    872ded 1.0993e+04
2011-03-28  	193a60 	  1.0347e+04
2011-03-28  		  4368de 3.1512e+02
28. 03. 2011  	  6e06c2   2.4858e+02
28.03.2011	     	2328fd   	1.9644e+04
03/28/2011	    2a49a8	  	1.2724e+04
28. 03. 2011    11156d	  1495.431296551228
29. 03. 2011  	 :  0f7728	 1.2165e+04
03/29/2011    461825	  1103.8058482451731
2011-03-29	      91c864    9.3348e+02
29.03.2011	  	    507209 6.3359e+02
03/29/2011     13485f    1.3645e+04
03/29/2011   4631fa 	1.6611e+04
2011-03-29    94f870 	 1.0979e+04
2011-03-29   			4325ce   1.5193e+04
29. 03. 2011     	981a39    1.1213e+04
2011-03-29   0acfe7    4.2325e+02
2011-03-29    51f185  1.6942e+04
2011-03-29     		21f92b  1.3014e+03
2011-03-30 	 	 1cfa50    1.0483e+03
03/30/2011  	   0459d1  7.7855e+02
2011-03-30     	69539e    1.5492e+04
03/30/2011 	     1e82b9  1.3680e+04
03/30/2011	    6fc418 	1.2595e+03
30. 03. 2011   	 188e36 	  14874.684226255149
30. 03. 2011 	  135ddc	  1.3743e+02
2011-03-30   6569a1		2.9972e+02
30.03.2011	 	   09893d   	1.7122e+04
2011-03-30   	 4854fa 1.0650e+03
2011-03-30 	 	685ee4  9.0274e+02
03/30/2011    3436eb    1.1649e+04
30.03.2011		      352480   1.0231e+04
2011-03-30  	355ec1   1.1295e+03
31.03.2011  	   72d615	6.9515e+02
31.03.2011     	  4768c6	1.6836e+04
31.03.2011 	  2badb3  16371.069787403134
2011-03-31  87b013   6.1332e+02
2011-03-31  			6e76db 1.0713e+04
2011-03-31  	 :		 7165ce	4.4171e+02
31. 03. 2011	   0df57b 1.8796e+04
2011-03-31     	7d541d	  1.0921e+04
31.03.2011    8b662e		 	1.8310e+03
2011-04-01	  47250a 1.8517e+04
2011-04-01    	957366   1.3330e+04
04/01/2011	    71a02d  1336.8605990789104
01. 04. 2011 	      02a741    1.6174e+04
2011-04-01  		  4e098c   1.1062e+03
2011-04-01     1b234f 4.7803e+02
02. 04. 2011      	66b482    1.8973e+03
02. 04. 2011   	61f6c6   1.4242e+04
2011-04-02      5e1765   	1.0857e+03
02.04.2011      	8f8690	1.0726e+03
02.04.2011 :   8fa28b	1.6674e+03
02. 04. 2011    2cfd1f 1.4342e+04
02.04.2011   84595e 	8.6762e+02
2011-04-02	    31cdc0  1.4608e+03
02.04.2011  		 	 40dbef  6.9669e+01
02. 04. 2011	  	  6a4acc   1.2374e+04
02.04.2011   	 	775939 1.6680e+04
2011-04-03       	608645 4.6262e+02
03.04.2011		  	120bd9    1255.8712898242757
2011-04-03			72aacf  	 1319.4898188404193
2011-04-03       06a681		1.7074e+04
2011-04-03   			858150	1.1834e+04
03. 04. 2011  	  54f535  	 1.0363e+03
03. 04. 2011    4a1cad	 6.1986e+02
2011-04-03	    2d0a73  	12723.380467842751
03. 04. 2011   64d065	   1.0283e+04
2011-04-03  	    0d6830	  1.7702e+04
04.04.2011  53af8d    3.5582e+02
2011-04-04 	859af6	 	 1.2358e+03
2011-04-04     88729d 	12332.565003732725
04/04/2011  	 :	 	 0e0c57  1.6184e+04
2011-04-04  		  4e3924  2.7777e+01
04.04.2011		 2c66a7  1.1787e+03
05.04.2011  24e39a  1.0566e+03
2011-04-05    416c09	 	 1.4893e+04
2011-04-05 	 	 	92210f 	 	10849.491732434217
2011-04-05    	75dde7 3.3788e+02
2011-04-05  	 	50dd25		1.5041e+04
2011-04-05  	 	7bf752	 	 8.6856e+01
2011-04-05   	 1c57f6  1.7612e+04
2011-04-05	 5dbac4  19995.95467740034
2011-04-05	      0a7d46    1.6641e+02
2011-04-05    463300	 12197.596188488804
05.04.2011 	   517119   1.5760e+04
04/05/2011      8f68b3 1.7130e+04
05.04.2011        797ffb    1.7675e+04
2011-04-05     0b3d85	  8.9066e+02
2011-04-05   719322 	1.6690e+03
2011-04-05     91c565    2.5237e+02
04/05/2011     07e9ae	1.6013e+04
2011-04-05   95bfef   604.0739718858488
05. 04. 2011 	 : 		5516ac  1.6678e+04
04/05/2011 				5a7058   1.7151e+04
05.04.2011   7b5e36   1.9467e+04
2011-04-05      717200	11408.079799807529
2011-04-06	    	3fb46a 		 1112.905882672326
06. 04. 2011   		830402  8.3799e+02
06. 04. 2011 	   3671f9 399.44891815711327
06.04.2011       7771e7	 	7.6930e+02
2011-04-06 		   	82f5c4 	  9.4341e+02
06.04.2011	    5698f3 15397.466720864115
06. 04. 2011        8b24a2    2.9755e+02
06.04.2011   58c3d7   1.8566e+02
2011-04-06   64ffcc	1.4672e+04
06. 04. 2011       67a131 1.9941e+04
2011-04-06 		 76c5b2	 	211.0703570459152
2011-04-06        303846 9.4500e+02
04/06/2011	    	01a959 	9.7464e+02
2011-04-06	       72d3ea   1.8839e+04
06.04.2011 	   31d29e  14908.053308141689
04/06/2011 	7bd1ca  1.6347e+04
2011-04-07 	    578d81	1.7481e+04
07. 04. 2011 : 4f2c93  	1.0093e+04
2011-04-07 	   5299a9 	9.4478e+02
2011-04-07    5ec302  	1.2451e+04
07. 04. 2011	  939607 	1.3080e+04
2011-04-07	    731842  11263.822926406658
2011-04-07 	     09a633 1.7315e+03
2011-04-07    5b1ef6  1.8146e+04
2011-04-07   	 2937a2    14472.816367896523
08.04.2011	   7b15af 	1.1513e+04
04/08/2011  	   2222a8 1.2362e+04
04/08/2011	      8e38b2 1.1648e+03
04/08/2011  	  6084dc  		1462.6369165283438
2011-04-08   	  957b82		 1.1515e+03
08. 04. 2011	    1f7229		 	1.3431e+03
2011-04-08  	   524322  1.4788e+03
2011-04-08	   76e099	1.7101e+04
04/09/2011 	 	175d86  	 606.2560626780387
2011-04-09   	  048ca9    1.2778e+03
09. 04. 2011      40d427	1.4555e+04
2011-04-09      3051b0	1.8734e+04
2011-04-09      66d1ce 	7.7991e+02
2011-04-09  	  31f9e1		14337.994341417427
2011-04-09  	 	   6e65f0	 7.6761e+02
04/09/2011    629233  1.9609e+04
2011-04-09	    9691de 	  951.3473985503692
2011-04-09	  46ba00 	  1.5941e+04
2011-04-09   284ce5 	1.4073e+04
2011-04-09  		14ca6d  3.5768e+01
2011-04-09   70b8b1  	1.4375e+04
2011-04-09     6be73e 8.9329e+02
09. 04. 2011  	  	 	5ad826  1.5025e+04
2011-04-09  780871    13705.303598693135
2011-04-10   	 43b357 8.3880e+02
10.04.2011 	   51d42b 	 1.1249e+04
10.04.2011    	845410	   1.4470e+04
10. 04. 2011  	1cd7d0  1.9603e+04
04/10/2011   366181  8.2895e+02
2011-04-10     4fd189   107.73036798540421
10. 04. 2011 		    5f89d4 1.0829e+03
2011-04-10  0d25ff	  2.6915e+02
2011-04-10	 	 	 7b2add   63.94347323838258
04/10/2011   69516f  1262.4464643677902
10.04.2011	      4c14e7 1.1955e+04
10. 04. 2011   		1a3707 1.0076e+03
04/10/2011      1d369d    1.5491e+03
04/10/2011 :    52419c 	  4.4723e+02
04/10/2011   80d2a1	  1.5736e+04
2011-04-10 : 	 988f72 9.3472e+02
04/10/2011	 7ea056  1.7112e+04
2011-04-10	   	 	5089e0 		1.0502e+04
11. 04. 2011   4b2d73 	1.3544e+04
2011-04-11     	50ba26  	 972.1240625984586
2011-04-11 	 	91a626 1.2849e+03
11.04.2011	   90fd12 11409.069747069629
2011-04-11  : 934df7	1.3246e+04
04/11/2011   :  752507    964.9285012659775
04/11/2011   	  	64ac05  18163.57976571038
11.04.2011     	30a74f   1.4079e+04
11.04.2011   6240f8	1.3602e+04
12. 04. 2011  		492e8c  1.8827e+04
12. 04. 2011  	  0e85c9  1.7033e+04
12.04.2011	  7cc7ba	 	1.1043e+04
04/12/2011    0cc80c  	 1.4455e+04
2011-04-12  	  0b1cc9  1.4731e+03
2011-04-12 	 	:  7fcf57 	 7.5133e+02
2011-04-12 	2ec0b1  	 5.7348e+02
04/12/2011  429ef2  1.8242e+04
12. 04. 2011 	  8ad52a  953.0743542792118
2011-04-12 	  437ac6 19698.691924490282
04/12/2011     004eb7 		 8.0683e+02
12. 04. 2011     45f069   1.3044e+04
04/12/2011  983e7e	  1.0666e+04
2011-04-13	     16ab28 1.3245e+04
13.04.2011     902a14 	 1.7131e+04
13.04.2011  	 	 3ff68d   319.819014313646
13.04.2011    	  366249   	17610.549687931965
2011-04-13    0b61c9 	3.2901e+02
04/13/2011  	  	 3e01e5   1.5374e+04
04/13/2011 	   80e927	  1.6790e+04
13.04.2011      1f7664  1.4720e+04
13. 04. 2011	  15856a 1.8306e+04
2011-04-13    	343667   	9.4589e+02
04/13/2011 	   1ae62e    1.0599e+03
04/13/2011      6279cd		  1.1328e+02
2011-04-13	 	   456ba1	 582.6058139470999
13.04.2011      4ab518    1.5275e+04
2011-04-13  	  6ab55d	 16097.166027910425
2011-04-14	   		3f1b38 1.8592e+04
2011-04-14   	  35895f 1.2331e+03
04/14/2011	    7cbd9c 1.3288e+04
2011-04-14       614343 1.5109e+03
2011-04-14	 	 	3cf041	1.9082e+04
2011-04-14    0c576b 18928.94256402747
2011-04-14      60d203   3.9715e+02
14.04.2011	 :  01db7c 	1.4893e+04
04/14/2011   8d279e 1.3629e+04
2011-04-14     3fbf9b	 6.4303e+02
04/15/2011   : 91d3d7	  1.2320e+04
2011-04-15    7b2c23	 1.1643e+04
2011-04-15   			 69d8f2 1.9546e+04
04/15/2011 	  0e7a75	 1.4669e+04
15.04.2011 :   6cb4e2  1.8670e+04
2011-04-15     90c300 	  439.48074368693176
04/15/2011   	 0de974 	1.2397e+03
2011-04-15  468c2f    7.6394e+02
2011-04-15   	 5ef2fd	   1.2412e+03
04/15/2011     579157   1.2576e+04
15.04.2011 		  6cb1f6   8.4524e+02
04/15/2011     2697a9		1.1242e+04
04/15/2011	   412e54 1.3322e+04
15.04.2011	       5d10f5  7.2928e+02
15.04.2011    		058717    9.8933e+02
2011-04-15 :   23367b  1.2997e+04
04/16/2011     94f6be 1.1682e+03
04/16/2011   	 	 2f722a  1.6190e+04
16. 04. 2011  		    76f687  1.0672e+04
04/16/2011		 	6e1198   	9.3629e+02
2011-04-16  7c0be1 	  1.9773e+04
04/16/2011     3063bb 	1.7900e+03
04/16/2011    01313f    1.0270e+03
2011-04-16	    1714e6	10632.796269155006
2011-04-16    :		  03a765	1.0836e+03
2011-04-16       357af7 	 1.9356e+04
04/17/2011   	   241382    4.3344e+02
04/17/2011		  	 1a21c1 	19271.579644470814
17.04.2011  	  62a056    16563.26390557633
04/17/2011     23bd10   1.2630e+04
17.04.2011  00308d    1232.2374915962362
04/17/2011     2ae3fc  1.0815e+04
17.04.2011 			  2faa05 3.4787e+00
17.04.2011 	     3ed854 1.4551e+03
17.04.2011   	  605bd5	 1.4175e+04
17. 04. 2011  	 : 	13ac13 	1.6423e+03
2011-04-17	 	23e8e6	  1.1763e+03
2011-04-17     6c2906 	7.7999e+02
18. 04. 2011 	    29d00c 7.7619e+02
2011-04-18       1f7652  10074.040508619084
18. 04. 2011	 	0ce7a5  	 1.7802e+04
18. 04. 2011        2630af 	 503.14521301305757
18.04.2011    73a270 	  1.1412e+04
04/18/2011  0e5c84 477.19220737677887
04/18/2011   	075729	  1.0895e+04
18. 04. 2011 	 4955c3	16361.370241248396
04/18/2011   		 2e7733   2.6631e+02
2011-04-18     81f53d  		1.6590e+04
18. 04. 2011	 	 	 10f367  		1.2441e+04
2011-04-18   565c3f    1.8512e+04
2011-04-18      490211		 1.4344e+04
04/18/2011    59e89c	 14582.299502311886
2011-04-18      2c6807   1.3701e+02
18.04.2011     081e7c   	3.8159e+02
2011-04-18    	  3163e2	   13535.347761368039
18. 04. 2011      232b55  17039.123898570127
2011-04-19	    0e23cb 	1.5137e+03
2011-04-19 	    	 0a7fb6  9.0691e+02
19. 04. 2011		:	0098f5	4.1161e+02
19. 04. 2011      	 814609  1.7324e+04
19.04.2011		04b28c   1.1433e+03
2011-04-19  	  	2c0c17 	 1.3466e+03
2011-04-19	   	 79cf77  1.6052e+04
2011-04-19   :  	07f98d  1.4125e+03
19. 04. 2011    007d4b 9.7487e+01
20. 04. 2011 	     3f9819  14619.464012697157
20. 04. 2011	  05193a    1.0526e+03
20. 04. 2011  	 	73eb26   1.0227e+04
2011-04-20 	  5cbba3	12520.06513274882
2011-04-20     49fc32    4.6413e+01
20.04.2011	    85d8c3 		1.4416e+03
2011-04-20  	 	 67fc34   6.5492e+02
04/20/2011  	 2c632d 967.5062221503117
2011-04-21  		69a4d7 8.3172e+02
21. 04. 2011		      4de40e 496.83576426301795
2011-04-21	     7ad00d 		1.1390e+03
04/21/2011      250694 	  1.0536e+04
2011-04-21   	256a17	   1.4222e+04
21. 04. 2011     151270	890.6306387818248
2011-04-21       8ea9eb   	1.2343e+04
2011-04-21		  7aadbb    3.7848e+02
04/22/2011    01b52e   889.7604044783577
2011-04-22  	 3f85d1 1.4062e+04
04/22/2011	     	4a58c8   4.7192e+02
2011-04-22  80fae3    1.4234e+04
2011-04-22 	 : 	 039a11 921.2889336026958
22.04.2011   2602db 1.0675e+04
04/22/2011	   221e12 1.2205e+04
2011-04-22   7ed557 	  7.3208e+02
04/22/2011  	  831a93	  384.28839600223586
22. 04. 2011 	  39d289 	7.0065e+01
22. 04. 2011	  :  	83fc3a  1.7457e+04
2011-04-22   2be82f	 	1.9287e+04
2011-04-22		   2f950a  13619.20027155207
2011-04-22  8ef834 1.1363e+04
2011-04-22	 	   1d7935		  4.0546e+02
2011-04-23       901c47	  1.4399e+03
2011-04-23	    488833 334.4896399190298
2011-04-23 	4fd4e3 	  4.4296e+02
04/23/2011	  360d9b  3.4354e+01
04/23/2011	 		830198    1.5224e+04
2011-04-23   	  714951  	 11856.856953796578
2011-04-23  64ed15 1.0884e+04
23. 04. 2011   	  	4b2548	1.9359e+04
24. 04. 2011	    67e0df   13812.674301730734
24. 04. 2011   	 796e8a   6.3543e+02
2011-04-24  	 536bc0 1.6706e+04
04/24/2011	 	  648151	  	1.0586e+04
24.04.2011 	 	 3ec337   424.12202581817314
2011-04-24 		 	   4660c1	  1.1567e+03
2011-04-24   	 0f1d46    1.5942e+04
24.04.2011  9744a8   1.5919e+04
24.04.2011   0c397e   1.3640e+02
24. 04. 2011    	 442dbd  1.6428e+04
24. 04. 2011   	 7d6145   1.6991e+04
04/24/2011 		 	  6659c4 	1.8410e+04
2011-04-24	   360a03 1.4820e+02
25. 04. 2011    : 		7810be 1.5236e+03
2011-04-25	 	   142672   4.8612e+02
2011-04-25     	  619ee4  9.8728e+02
25. 04. 2011 				  381142  1.0090e+04
25.04.2011	 		   92ba60	 	1.5181e+04
04/25/2011	    		723113    1.4714e+04
25.04.2011     96cecf  9.0051e+02
2011-04-25	  	   85ffe9	 336.20215488693253
04/25/2011    55d2f1  	 1.6867e+04
2011-04-25    18cc0e 18535.958444324857
25.04.2011   2c37b0  9.7853e+02
2011-04-25	   1f160d 	1.5803e+02
26.04.2011  	27e3e6   1.3633e+04
2011-04-26   		 	 1b11fb   	1.0353e+03
26.04.2011       7552d3 1.4680e+04
26.04.2011     259c68   1.1705e+04
04/26/2011  2d0a73  3.7153e+02
26. 04. 2011  		 	  94f870 6.0958e+02
2011-04-26	      	980277   1.2937e+04
2011-04-27    7abd37 	1.9451e+04
2011-04-27	    3f3adf	 10040.363259799129
2011-04-27	  645753   1086.5779654126097
2011-04-27    6f94d1 	1.7981e+04
2011-04-27 	   5eedeb 	 	993.789807866868
27.04.2011	  	  8ae7b0 	  1.9995e+04
04/27/2011  	 	 56745b  1.1352e+03
27.04.2011	   27966c		1328.1955822917464
27.04.2011    5e24be   1.7350e+04
27. 04. 2011    	972a49  9.4490e+02
2011-04-27	 	  96d026   1.2233e+03
04/27/2011	    840d52 1.6052e+04
04/27/2011  	   08b882 	 1.8833e+04
2011-04-27 	   	387be5	   1.2926e+03
2011-04-27    	4c4222  7.0279e+02
04/28/2011      28aaf4   9.6796e+02
28. 04. 2011 	    0b8038 	  1.6456e+04
04/28/2011       5ad67c  1.0805e+03
28.04.2011   94552e   1.5755e+04
2011-04-28    144fa8  	1.4629e+04
2011-04-28 	 	 	 3ff8c0 		7.2696e+02
04/28/2011		 66dcba	 151.71691293030003
04/28/2011	   	   29f80b	 1.4458e+04
28. 04. 2011			    	1cb45a	 	 1.1789e+04
2011-04-28       32feaa   2.8999e+02
04/28/2011  	 5bf7bb   1.7708e+04
28.04.2011	   92bf48  	5.6686e+02
29. 04. 2011        96960a  9.1445e+02
29.04.2011      03cb91 1.8185e+04
29. 04. 2011	  :	   7cdfaf	   1.0209e+04
2011-04-29    08be26  1.9704e+04
2011-04-29    		  0f722e 	11354.680856054158
2011-04-29  	    54fda8  	 1.3544e+03
2011-04-29  	 56f82a  1.5005e+04
2011-04-30	  311dd1    1.2677e+04
2011-04-30 	    	 39ac9f    1.7137e+04
2011-04-30       2346f1  1.0049e+03
2011-04-30	 	148154   1.5379e+04
30.04.2011  	2bd28e	  5.6710e+02
2011-04-30  		6cbd18    5.3973e+02
30. 04. 2011	 :   	88f0cf  1.7896e+04
30.04.2011   35e856  7.4639e+02
30.04.2011 	  22efde    1.7700e+03
2011-04-30      	324656    1.5126e+04
2011-04-30    8de600	   1281.96303360166
2011-04-30	   715b50  1.6027e+04
2011-05-01   	 	8c78ef   2.9846e+02
05/01/2011	 89e709  1.1650e+03
05/01/2011	    71ec63   	1.0735e+04
2011-05-01   	 548d2d    7.9821e+02
2011-05-01  	 	 76d91c 1.6723e+04
2011-05-01      84291c  1.3782e+03
01.05.2011 	   2f1bbb	 1.5005e+04
01.05.2011 		6ecca0   18426.692581731135
05/01/2011  1d7d2c 	 1.9072e+04
01. 05. 2011     6ec0f4   	1.5560e+03
01. 05. 2011   31e484    1.6965e+04
