# label : secret experiment #3487
# y : intensity
#y2 y5 y4 time y1 y3 y6
0.3913 -2.1237 1.393 11.57 -0.5726 -0.0893 2.4863
0.405 -2.2027 0.8997 11.58 -0.729 0.2461 1.9775
0.5235 -2.2039 0.6226 11.59 -0.903 0.5622 1.2859
0.5696 -1.9819 0.561 11.6 -1.0808 0.6416 0.5637
0.6168 -1.689 0.5888 11.61 -1.5313 0.5914 0.3182
0.5677 -1.7402 0.8884 11.62 -1.6264 0.5227 0.5397
0.6306 -1.5041 1.2986 11.63 -1.8972 0.2604 1.0552
0.6301 -1.2731 1.511 11.64 -1.9931 -0.0811 1.6389
0.6246 -1.3389 2.1866 11.65 -2.3387 -0.4691 2.2496
0.6597 -1.1509 2.4341 11.66 -2.3113 -0.7094 2.1815
0.6764 -1.0764 2.8089 11.67 -2.4935 -0.9013 1.7232
0.6969 -1.0773 2.7229 11.68 -2.7545 -1.0767 1.1816
0.6059 -0.9752 2.4098 11.69 -2.9647 -1.0797 0.4706
0.5612 -0.9063 1.9549 11.7 -2.7893 -0.821 0.1185
0.5846 -0.868 1.5761 11.71 -2.6673 -0.5964 0.2352
0.57 -1.0387 1.2494 11.72 -2.2683 -0.2295 0.7975
0.5203 -1.0228 0.8804 11.73 -2.5063 0.1632 1.4895
0.4775 -1.0415 0.7246 11.74 -2.1411 0.5173 1.7006
0.4337 -1.0985 0.7351 11.75 -2.1364 0.8384 1.7935
0.4212 -1.2274 0.8418 11.76 -1.7289 0.9355 1.6438
0.4184 -1.3483 1.3041 11.77 -1.4697 1.0298 1.029
0.4021 -1.6033 1.615 11.78 -1.3522 0.7862 0.2819
0.3252 -1.7667 1.9067 11.79 -1.2574 0.5639 -0.117
0.2918 -1.8349 2.3861 11.8 -1.1706 0.2833 -0.0785
0.2695 -1.9372 2.4222 11.81 -0.9271 -0.1194 0.369
0.2607 -2.1345 2.4049 11.82 -0.8828 -0.4871 1.0894
0.2264 -2.1683 2.6411 11.83 -0.9134 -0.8943 1.6092
0.1997 -2.3332 2.3445 11.84 -0.9591 -1.0572 1.8342
0.1984 -2.2554 1.6377 11.85 -0.9564 -1.0166 1.3957
0.2076 -2.2631 1.2523 11.86 -1.0049 -1.0681 0.8401
0.1792 -2.376 0.8651 11.87 -1.2027 -0.7911 0.0724
0.1795 -2.7375 0.7403 11.88 -1.4644 -0.5962 -0.4039
0.1846 -2.584 0.6313 11.89 -1.4981 -0.2725 -0.3944
0.1982 -2.4003 0.7591 11.9 -1.9157 0.0922 -0.0284
0.219 -2.5296 0.9796 11.91 -1.9104 0.3586 0.54
0.2155 -2.6207 1.5325 11.92 -2.0755 0.5495 1.1071
0.2421 -2.2704 2.0765 11.93 -2.236 0.6507 1.3402
0.2702 -2.2983 2.1915 11.94 -2.4145 0.4868 1.0505
0.2574 -2.1201 2.4152 11.95 -2.4824 0.3026 0.5643
0.2946 -1.9237 2.6851 11.96 -2.4653 -0.0524 -0.1519
0.3411 -1.9223 2.5254 11.97 -2.6712 -0.4586 -0.704
0.3387 -1.6988 1.9648 11.98 -2.5681 -0.9016 -0.8212
0.3896 -1.4026 1.5944 11.99 -2.9105 -1.3149 -0.4799
0.3976 -1.1016 1.1436 12.0 -2.633 -1.5644 0.1451
0.3939 -1.0279 0.7934 12.01 -2.4467 -1.8396 0.7338
0.4919 -0.7109 0.5454 12.02 -2.2163 -1.7402 1.0005
0.512 -0.5455 0.4579 12.03 -2.0483 -1.7513 0.9177
0.4972 -0.3954 0.4884 12.04 -1.8358 -1.4598 0.3437
0.4973 -0.2087 0.8549 12.05 -1.5085 -1.2586 -0.3814
0.578 -0.037 1.166 12.06 -1.2817 -0.7875 -1.0218
0.5322 0.1164 1.4414 12.07 -1.0106 -0.4991 -1.1661
0.6369 0.234 1.8527 12.08 -0.7744 -0.3511 -0.8679
0.5359 0.326 2.1309 12.09 -0.5707 -0.2029 -0.3041
0.5941 0.409 2.5112 12.1 -0.431 -0.2074 0.3556
0.575 0.4643 2.0848 12.11 -0.3198 -0.409 0.6733
0.6075 0.5159 1.8389 12.12 -0.2691 -0.7417 0.5912
0.5699 0.508 1.5529 12.13 -0.1943 -1.1399 0.1209
0.6436 0.5645 0.9352 12.14 -0.2258 -1.4742 -0.5777
0.5761 0.5327 0.5573 12.15 -0.2516 -1.9111 -1.1096
0.5538 0.4565 0.2667 12.16 -0.3296 -2.2765 -1.3621
0.5659 0.3441 0.1256 12.17 -0.4504 -2.4745 -1.3398
0.5 0.3158 0.1896 12.18 -0.6277 -2.5974 -0.6707
0.4715 0.2014 0.4159 12.19 -0.7759 -2.397 -0.0545
0.4848 0.0981 0.7213 12.2 -0.8838 -2.4127 0.3557
0.3894 0.0018 1.1217 12.21 -1.1242 -1.9012 0.3583
0.3995 -0.1101 1.5744 12.22 -1.141 -1.7428 -0.0819
0.3659 -0.1913 1.7397 12.23 -1.3228 -1.2758 -0.7996
0.3157 -0.3173 2.0425 12.24 -1.6538 -0.9484 -1.428
0.2813 -0.3859 1.7854 12.25 -1.5287 -0.8107 -1.7457
0.2477 -0.4721 1.6096 12.26 -1.493 -0.8039 -1.5822
0.2289 -0.5135 1.2687 12.27 -1.6574 -0.7613 -0.9759
0.1836 -0.4854 0.7072 12.28 -1.6869 -1.0921 -0.3931
0.1723 -0.5546 0.2725 12.29 -1.3528 -1.3665 0.052
0.1557 -0.5433 -0.0359 12.3 -1.2545 -1.7302 0.1354
0.1207 -0.4172 -0.2322 12.31 -1.1518 -2.162 -0.2465
0.098 -0.4035 -0.2018 12.32 -0.8445 -2.1938 -0.9622
0.0874 -0.3106 0.0042 12.33 -0.6515 -2.4376 -1.6965
0.0931 -0.2165 0.3311 12.34 -0.4765 -2.9005 -1.783
0.0892 -0.0776 0.7567 12.35 -0.2238 -2.8261 -1.6992
0.1074 0.0631 1.1468 12.36 0.0365 -2.6174 -1.4565
0.1036 0.2053 1.3389 12.37 0.2842 -2.5186 -0.7001
0.144 0.3586 1.5297 12.38 0.5123 -1.7565 -0.2101
0.1673 0.5939 1.5967 12.39 0.6097 -1.4647 -0.058
0.1883 0.7663 1.4344 12.4 0.7573 -1.2264 -0.332
0.2149 0.924 0.8934 12.41 0.894 -0.8883 -0.9495
0.2799 1.166 0.4641 12.42 0.9141 -0.6214 -1.6747
0.3565 1.2948 0.0269 12.43 0.8339 -0.5604 -2.2062
0.4009 1.4514 -0.3049 12.44 0.9344 -0.6523 -2.0907
0.436 1.5614 -0.5956 12.45 0.8262 -0.8494 -1.4918
0.4899 1.8752 -0.5993 12.46 0.6291 -1.1423 -1.0487
0.5653 1.7273 -0.3731 12.47 0.4983 -1.4318 -0.4151
0.731 1.9235 -0.0682 12.48 0.3406 -1.9393 -0.191
0.7737 2.1427 0.3111 12.49 0.1446 -2.1233 -0.4256
0.9679 2.0046 0.7972 12.5 -0.0502 -2.2093 -1.0541
0.9362 2.1149 1.1136 12.51 -0.2535 -2.3617 -1.7862
1.1278 2.2392 1.2492 12.52 -0.4127 -2.2725 -2.1048
1.1551 2.1341 1.1215 12.53 -0.5585 -1.7585 -2.3381
1.2503 2.132 1.0462 12.54 -0.6273 -1.4509 -1.869
1.3296 1.9567 0.6633 12.55 -0.7655 -1.0543 -1.1978
1.4331 1.8035 0.2484 12.56 -0.7448 -0.5913 -0.5809
1.5076 1.7377 -0.19 12.57 -0.855 -0.1851 -0.2973
1.612 1.6161 -0.6089 12.58 -0.7663 0.0972 -0.4113
1.7307 1.2707 -0.8788 12.59 -0.6697 0.245 -0.9851
1.6328 1.3115 -0.7828 12.6 -0.5583 0.296 -1.4663
1.7269 1.1023 -0.6916 12.61 -0.4125 0.179 -2.1685
1.945 0.7929 -0.3812 12.62 -0.1967 -0.0612 -2.1053
1.9634 0.7564 -0.008 12.63 0.0047 -0.337 -2.0578
2.0276 0.563 0.4059 12.64 0.2043 -0.7355 -1.3964
2.0638 0.3908 0.7388 12.65 0.3914 -0.8974 -0.7163
1.998 0.3181 1.0511 12.66 0.6094 -1.1468 -0.292
1.9161 0.1948 0.9371 12.67 0.8011 -1.309 -0.3392
2.0147 0.1081 0.8347 12.68 0.9933 -1.2238 -0.8821
2.1061 0.0321 0.6061 12.69 1.0983 -1.0554 -1.573
2.0724 -0.0176 0.1352 12.7 1.0747 -0.6338 -2.0271
1.8465 -0.0429 -0.3248 12.71 1.1893 -0.2525 -2.4376
1.927 -0.0361 -0.6704 12.72 1.2026 0.1799 -1.9431
1.8113 -0.0156 -0.8707 12.73 1.0495 0.6308 -1.2956
1.6743 0.0322 -0.951 12.74 0.8807 0.9854 -0.719
1.6319 0.0918 -0.9543 12.75 0.8151 1.2364 -0.2639
1.7119 0.199 -0.5728 12.76 0.593 1.2458 -0.2482
1.6422 0.2606 -0.2289 12.77 0.3563 1.2927 -0.7098
1.3051 0.4017 0.187 12.78 0.1699 1.0621 -1.2026
1.4656 0.5233 0.5883 12.79 -0.0785 0.6795 -1.811
1.2461 0.6624 0.8639 12.8 -0.3293 0.3584 -1.9522
0.9871 0.728 0.8376 12.81 -0.5651 0.0314 -1.8761
0.9167 0.8954 0.8778 12.82 -0.7382 -0.2333 -1.3706
0.9197 1.0482 0.5782 12.83 -0.9187 -0.43 -0.6489
0.7706 1.0353 0.148 12.84 -0.9389 -0.4545 -0.2107
0.6229 1.3227 -0.2866 12.85 -1.0194 -0.3677 -0.126
0.4821 1.2851 -0.6441 12.86 -1.0671 -0.1271 -0.5024
0.3153 1.5103 -0.8983 12.87 -1.1297 0.1712 -0.9877
0.2205 1.5891 -0.9819 12.88 -1.1026 0.5609 -1.6484
0.0747 1.3571 -0.9153 12.89 -1.1334 0.9167 -1.8681
-0.0275 1.3354 -0.7187 12.9 -0.9488 1.3061 -1.7312
-0.1311 1.5148 -0.3011 12.91 -0.7875 1.5468 -1.4489
-0.2148 1.5256 0.1003 12.92 -0.6559 1.8071 -0.7304
-0.3034 1.4289 0.5596 12.93 -0.4692 1.7303 -0.1105
-0.3861 1.1743 0.84 12.94 -0.2542 1.3472 0.0612
-0.4863 1.0413 0.8697 12.95 -0.0762 1.228 -0.2203
-0.5375 1.0962 0.847 12.96 0.0834 0.774 -0.7925
-0.5526 0.7978 0.7117 12.97 0.2229 0.3792 -1.3301
-0.5864 0.7306 0.2749 12.98 0.3606 0.0491 -1.9057
-0.537 0.5422 -0.1614 12.99 0.4083 -0.2266 -1.5807
-0.5258 0.3676 -0.5998 13.0 0.4435 -0.3575 -1.225
-0.5414 0.158 -0.7875 13.01 0.4294 -0.395 -0.6335
-0.4996 -0.0111 -1.039 13.02 0.3188 -0.3004 0.0115
-0.51 -0.1712 -0.9588 13.03 0.2476 -0.0646 0.2501
-0.3734 -0.3673 -0.724 13.04 0.0906 0.2303 0.0606
-0.3642 -0.4708 -0.3001 13.05 -0.089 0.5726 -0.455
-0.2349 -0.6562 0.1533 13.06 -0.3029 0.9876 -1.0388
-0.142 -0.6672 0.5273 13.07 -0.4752 1.1278 -1.573
-0.0294 -0.7661 0.9924 13.08 -0.7536 1.3626 -1.5215
0.0919 -0.9523 1.049 13.09 -0.8819 1.4318 -1.2606
0.2231 -0.9452 1.1679 13.1 -1.0915 1.1247 -0.4856
0.3956 -0.8763 0.8483 13.11 -1.2818 0.958 0.134
0.4966 -0.9279 0.5612 13.12 -1.6252 0.5342 0.4415
0.692 -0.9515 0.1042 13.13 -1.7083 0.1146 0.3439
0.8865 -0.9146 -0.3168 13.14 -1.7587 -0.3059 -0.1845
1.0004 -0.7199 -0.5629 13.15 -1.858 -0.5782 -0.8097
1.2576 -0.7346 -0.8095 13.16 -1.9858 -0.817 -1.282
1.2173 -0.5225 -0.6853 13.17 -1.8397 -1.0557 -1.5209
1.6277 -0.4502 -0.4977 13.18 -1.8967 -1.0028 -0.9722
1.7974 -0.2984 -0.1795 13.19 -1.6193 -0.9 -0.3997
1.7445 -0.1442 0.2755 13.2 -1.3906 -0.5605 0.2841
2.0397 -0.0001 0.7436 13.21 -1.4118 -0.2301 0.7016
2.1746 0.1489 1.1199 13.22 -1.1848 0.0748 0.548
2.2704 0.3324 1.4125 13.23 -0.8372 0.3631 0.1092
2.4362 0.4788 1.3854 13.24 -0.6366 0.5243 -0.5844
2.3759 0.5733 1.2113 13.25 -0.429 0.6164 -1.1648
2.4967 0.7528 0.7955 13.26 -0.2527 0.6022 -1.1957
2.5246 0.8056 0.4066 13.27 -0.1327 0.3643 -1.0348
2.9109 0.8949 0.0227 13.28 -0.0096 0.023 -0.2932
3.0078 0.9854 -0.2978 13.29 0.0743 -0.3917 0.3656
2.6331 1.0462 -0.4933 13.3 0.1088 -0.8627 0.8188
2.9548 0.9299 -0.4707 13.31 0.0927 -1.2424 0.7593
3.0475 0.9327 -0.3179 13.32 0.0452 -1.3748 0.3635
2.7423 1.0131 0.005 13.33 -0.0426 -1.7843 -0.2793
2.8522 0.8509 0.4287 13.34 -0.1825 -1.6349 -0.8704
2.5067 0.7979 0.8306 13.35 -0.2997 -1.5562 -1.1532
2.5966 0.6811 1.1819 13.36 -0.5403 -1.2066 -0.877
2.7318 0.6047 1.6238 13.37 -0.6235 -1.0896 -0.2703
2.638 0.4441 1.6294 13.38 -0.8171 -0.7028 0.4168
2.3138 0.3599 1.5032 13.39 -1.0699 -0.3086 0.89
2.1603 0.2005 1.0798 13.4 -1.1079 -0.0324 1.033
1.9747 0.0718 0.7077 13.41 -1.3409 0.1457 0.6574
2.0252 -0.0671 0.3822 13.42 -1.3512 0.1792 -0.0237
1.6862 -0.1843 0.0024 13.43 -1.6876 0.0602 -0.573
1.4703 -0.3475 -0.2313 13.44 -1.6751 -0.1509 -0.8877
1.4359 -0.483 -0.2775 13.45 -1.5113 -0.4642 -0.8787
1.344 -0.5454 -0.128 13.46 -1.3442 -0.8603 -0.2616
1.0342 -0.628 0.1669 13.47 -1.2378 -1.2036 0.3772
0.8713 -0.6246 0.5569 13.48 -1.2653 -1.4692 0.9859
0.6308 -0.7697 1.1266 13.49 -1.0817 -1.8911 0.9722
0.4609 -0.7342 1.3471 13.5 -0.8744 -1.8718 0.7839
0.3047 -0.6417 1.5676 13.51 -0.514 -1.7599 0.1662
0.1188 -0.6793 1.872 13.52 -0.3086 -1.4495 -0.4326
-0.0599 -0.6183 1.8227 13.53 -0.0519 -1.2191 -0.8188
-0.2448 -0.4778 1.5206 13.54 0.1806 -0.8082 -0.821
-0.3786 -0.3763 1.1023 13.55 0.3916 -0.3613 -0.3422
-0.556 -0.273 0.721 13.56 0.6649 0.0041 0.3104
-0.7181 -0.1575 0.2601 13.57 0.7728 0.2674 0.9228
-0.7486 0.0025 0.0181 13.58 0.8774 0.4527 1.1892
-0.9596 0.166 -0.0695 13.59 0.9439 0.4032 0.8121
-0.99 0.3709 0.0301 13.6 1.1339 0.3253 0.2945
-1.0381 0.5077 0.3233 13.61 1.1392 0.0832 -0.3623
-1.1969 0.6356 0.7067 13.62 1.0479 -0.226 -0.8703
-1.1179 0.8213 1.0959 13.63 0.9313 -0.5555 -0.7734
-1.2672 0.9189 1.6917 13.64 0.9098 -0.7761 -0.4566
-1.2754 1.2262 1.9225 13.65 0.6823 -1.0188 0.1958
-1.1669 1.1897 2.048 13.66 0.5868 -1.0533 0.7653
-1.1205 1.2575 1.8857 13.67 0.4273 -1.1507 1.033
-0.9859 1.5105 1.5379 13.68 0.2392 -0.8992 0.8189
-1.0139 1.4527 1.2749 13.69 0.1082 -0.6054 0.3655
-0.8456 1.541 0.8537 13.7 -0.0116 -0.2234 -0.3261
-0.8985 1.4364 0.498 13.71 -0.1155 0.2455 -0.8161
-0.6455 1.4794 0.1579 13.72 -0.17 0.6574 -0.983
-0.5389 1.5213 0.0302 13.73 -0.1848 1.082 -0.6004
-0.4296 1.6109 0.0942 13.74 -0.1706 1.1682 0.0213
-0.2851 1.2785 0.3116 13.75 -0.1032 1.2541 0.6754
-0.1371 1.4189 0.7174 13.76 -0.0005 1.4164 0.9432
0.0388 1.2491 1.0246 13.77 0.1432 1.0594 0.904
0.2102 1.0099 1.4709 13.78 0.3512 0.8523 0.3401
0.3631 0.8786 1.7222 13.79 0.5939 0.6287 -0.3564
0.6063 0.7574 2.023 13.8 0.7777 0.2852 -0.9854
0.7874 0.5794 2.0203 13.81 1.1584 0.0453 -1.123
0.9481 0.3942 1.6245 13.82 1.2675 -0.1065 -0.8139
1.0906 0.2671 1.273 13.83 1.7218 -0.1403 -0.2146
1.1958 0.105 0.8743 13.84 1.8826 -0.0174 0.3703
1.3258 -0.0375 0.4973 13.85 2.0776 0.2538 0.8
1.6366 -0.1537 0.1721 13.86 2.1112 0.5894 0.7487
1.842 -0.2494 -0.0002 13.87 2.4214 1.0233 0.2897
1.9386 -0.3913 0.0082 13.88 2.5917 1.4394 -0.3653
2.0601 -0.4175 0.1967 13.89 2.5626 1.74 -1.1067
2.3659 -0.5088 0.5221 13.9 2.6454 1.9328 -1.1491
2.0513 -0.4701 0.8905 13.91 2.4303 2.2422 -0.9992
2.2416 -0.5412 1.3409 13.92 2.5005 2.2051 -0.5534
2.4604 -0.5073 1.5376 13.93 2.2736 2.2831 0.1154
2.6681 -0.4659 1.8436 13.94 2.1782 1.9425 0.5987
2.6842 -0.3529 1.7218 13.95 1.967 1.6525 0.5954
2.5626 -0.3061 1.6255 13.96 1.7232 1.2266 0.1695
2.3836 -0.2103 1.2614 13.97 1.5211 1.0395 -0.5071
2.3077 -0.0898 0.7908 13.98 1.3043 0.7431 -1.2605
2.5338 0.0241 0.4583 13.99 1.2639 0.5626 -1.3828
2.4046 0.151 0.0473 14.0 1.0116 0.6558 -1.2768
2.2476 0.2569 -0.1921 14.01 1.0291 0.7983 -0.8405
2.1704 0.438 -0.2014 14.02 0.8509 0.9469 -0.2184
1.9707 0.5445 -0.0722 14.03 0.8216 1.2712 0.2647
2.1175 0.6483 0.2302 14.04 0.8187 1.6975 0.3476
1.9175 0.6781 0.5764 14.05 0.9372 1.9719 0.009
1.6523 0.753 1.0275 14.06 1.0026 2.6297 -0.6092
1.4417 0.9317 1.297 14.07 1.1106 2.6026 -1.1999
1.478 0.9061 1.6576 14.08 1.2213 2.6321 -1.6525
1.2043 0.9098 1.5697 14.09 1.5703 2.4648 -1.7095
1.0761 0.9451 1.3857 14.1 1.6849 2.2554 -1.2224
0.9006 0.8407 1.1276 14.11 1.7909 1.994 -0.5416
0.718 0.776 0.6038 14.12 2.193 1.719 -0.0507
0.493 0.7644 0.1733 14.13 2.2637 1.3061 0.1154
0.3464 0.6516 -0.2396 14.14 2.6311 0.8552 -0.1563
0.1405 0.4862 -0.4623 14.15 2.5349 0.6946 -0.8593
-0.0399 0.3031 -0.5765 14.16 2.7865 0.5231 -1.4234
-0.2186 0.1556 -0.4368 14.17 2.6898 0.5747 -2.0859
-0.37 -0.0175 -0.2109 14.18 2.8272 0.7559 -1.817
-0.5008 -0.1919 0.1937 14.19 2.811 0.9946 -1.6823
-0.7624 -0.372 0.5587 14.2 3.0192 1.2587 -0.8864
-0.8221 -0.6543 0.9461 14.21 2.7946 1.7502 -0.367
-1.0118 -0.8267 1.1064 14.22 2.3112 1.8307 -0.1577
-1.1019 -1.0285 1.1277 14.23 2.1873 2.0725 -0.3455
-1.2107 -1.1332 1.0012 14.24 2.1403 2.3037 -0.9148
-1.1596 -1.5005 0.7393 14.25 2.0372 2.1114 -1.6289
-1.2624 -1.3932 0.2979 14.26 1.6134 1.9077 -2.2302
-1.45 -1.5583 -0.1757 14.27 1.4088 1.8437 -2.0521
-1.4505 -1.7272 -0.6582 14.28 1.1614 1.365 -1.9536
-1.5121 -1.8206 -0.839 14.29 1.045 0.7861 -1.1812
-1.4367 -2.1476 -1.1006 14.3 0.808 0.488 -0.7079
-1.4959 -2.2069 -0.9416 14.31 0.6106 0.136 -0.4365
-1.4783 -1.8958 -0.7057 14.32 0.6175 -0.0589 -0.5625
-1.4771 -2.0118 -0.3412 14.33 0.5269 -0.1238 -1.126
-1.2907 -1.9442 0.0222 14.34 0.5496 -0.0573 -1.7394
-1.1747 -1.7938 0.389 14.35 0.5739 0.1384 -2.3742
-1.2235 -1.8256 0.6469 14.36 0.6513 0.425 -2.5431
-1.225 -1.7009 0.6744 14.37 0.7213 0.7472 -2.2651
-1.1085 -1.6619 0.5458 14.38 0.8321 0.9668 -1.7598
-1.0006 -1.471 0.2815 14.39 1.0874 1.2404 -1.0114
-0.7698 -1.4888 -0.123 14.4 1.2263 1.5242 -0.6834
-0.7055 -1.4712 -0.6465 14.41 1.4347 1.5598 -0.6573
-0.5524 -1.135 -0.957 14.42 1.5387 1.3236 -1.2276
-0.4313 -1.0766 -1.4803 14.43 1.6866 1.1322 -1.8648
-0.2741 -1.0832 -1.5444 14.44 1.8775 0.699 -2.5346
-0.1251 -0.9498 -1.3752 14.45 1.8327 0.2791 -2.6457
0.007 -0.8125 -1.3248 14.46 1.753 -0.1039 -2.2555
0.1319 -0.7107 -1.0726 14.47 1.8402 -0.4499 -2.0223
0.3008 -0.7116 -0.6327 14.48 1.919 -0.7476 -1.2278
0.3782 -0.5975 -0.2106 14.49 1.8139 -0.8681 -0.9083
0.5607 -0.6952 0.0681 14.5 1.592 -0.7463 -0.8803
0.7003 -0.6653 0.1838 14.51 1.4025 -0.7052 -1.2599
0.7517 -0.7009 0.1079 14.52 1.199 -0.4035 -1.8705
0.8209 -0.7029 -0.1591 14.53 1.1946 -0.0652 -2.4539
0.9764 -0.866 -0.4989 14.54 0.9164 0.3134 -2.7386
1.0002 -0.8373 -1.0964 14.55 0.6581 0.6508 -2.9495
1.1458 -0.9661 -1.3941 14.56 0.3268 0.879 -2.0976
1.2261 -1.1625 -2.0209 14.57 0.1046 0.951 -1.4988
1.2103 -1.3169 -2.0112 14.58 -0.1151 0.8584 -1.0788
1.1446 -1.5109 -2.0384 14.59 -0.3486 0.8287 -0.8513
1.3581 -1.6244 -1.7757 14.6 -0.502 0.4805 -1.2516
1.2369 -1.6845 -1.6352 14.61 -0.5852 0.1505 -1.7163
1.1554 -1.7709 -1.0576 14.62 -0.7459 -0.2384 -2.3616
1.2216 -2.0157 -0.8362 14.63 -0.6552 -0.6219 -2.909
1.2358 -2.089 -0.439 14.64 -0.7334 -0.8306 -2.6005
1.0931 -2.3459 -0.3307 14.65 -0.6635 -0.9532 -2.4827
1.0153 -2.5725 -0.3137 14.66 -0.5035 -0.9142 -1.5262
1.0504 -2.6305 -0.5373 14.67 -0.4162 -0.8304 -1.0347
0.8707 -2.7654 -0.9449 14.68 -0.2594 -0.6299 -0.867
0.8681 -2.7739 -1.2969 14.69 -0.0844 -0.2756 -1.1999
0.6974 -2.3682 -1.8695 14.7 0.1059 0.1557 -1.8064
0.6691 -2.7911 -2.1662 14.71 0.2887 0.5298 -2.4998
0.6018 -2.4545 -2.4562 14.72 0.4107 0.9074 -2.6483
0.4203 -2.4668 -2.402 14.73 0.651 1.0628 -2.699
0.3352 -2.3866 -2.2248 14.74 0.6676 1.2352 -2.5895
0.2355 -2.0124 -1.8549 14.75 0.8501 1.1437 -1.6861
0.1085 -2.0175 -1.5459 14.76 0.8869 0.8733 -1.1267
-0.0175 -1.915 -1.2254 14.77 0.9263 0.7444 -0.9758
-0.1435 -1.8092 -0.8195 14.78 0.7781 0.3927 -1.0826
-0.2295 -1.4375 -0.6408 14.79 0.8006 0.0325 -1.8052
-0.3449 -1.3756 -0.7204 14.8 0.6213 -0.2363 -2.3072
-0.5165 -1.1442 -0.9316 14.81 0.4867 -0.4185 -2.5272
-0.5697 -0.9342 -1.3016 14.82 0.2564 -0.4313 -2.9858
-0.7239 -0.8035 -1.5854 14.83 0.058 -0.3759 -2.202
-0.768 -0.5596 -2.2448 14.84 -0.1541 -0.1463 -1.8172
-0.8234 -0.3531 -2.4742 14.85 -0.3513 0.2099 -1.0548
-0.9095 -0.2295 -2.8669 14.86 -0.5808 0.6769 -0.8164
-0.9466 -0.0619 -2.8135 14.87 -0.8505 1.0863 -0.8818
-1.0093 0.0672 -2.6332 14.88 -0.9036 1.3601 -1.4343
-1.1683 0.1644 -2.6419 14.89 -1.1111 1.914 -2.0935
-1.2611 0.2837 -2.1678 14.9 -1.2305 1.9644 -2.4722
-1.3003 0.3392 -1.6179 14.91 -1.3596 2.1114 -2.8941
-1.1443 0.3403 -1.1023 14.92 -1.1883 1.9021 -2.3165
-1.2671 0.4345 -1.0132 14.93 -1.1243 1.6837 -1.6838
-1.1972 0.3804 -0.9428 14.94 -1.1658 1.3474 -1.0843
-1.2423 0.3578 -1.1222 14.95 -1.0085 1.0107 -0.6023
-1.1859 0.3592 -1.4267 14.96 -0.9337 0.7147 -0.6738
-1.3721 0.2803 -1.8337 14.97 -0.7403 0.5855 -1.053
-1.367 0.2046 -2.3472 14.98 -0.5125 0.4203 -1.7044
-1.3184 0.1196 -2.6383 14.99 -0.2642 0.4009 -2.3928
-1.2553 0.0288 -2.793 15.0 -0.0304 0.6345 -2.6852
-1.2343 -0.0668 -3.1442 15.01 0.1701 0.9662 -2.0806
-1.0658 -0.1619 -2.985 15.02 0.3876 1.3254 -1.7492
-1.1331 -0.214 -2.3963 15.03 0.6147 1.8246 -0.9188
-1.0464 -0.2897 -1.9864 15.04 0.7293 2.0832 -0.483
-0.9551 -0.379 -1.7657 15.05 0.8382 2.68 -0.4142
-0.8808 -0.4295 -1.4345 15.06 0.8172 2.4707 -0.8154
-0.9434 -0.4277 -1.0347 15.07 0.82 2.8422 -1.3157
-0.7682 -0.5107 -1.0375 15.08 0.8826 2.9111 -2.1423
-0.7657 -0.472 -1.138 15.09 0.8425 2.4682 -2.0801
-0.7408 -0.4211 -1.1886 15.1 0.6746 2.1563 -2.0621
-0.687 -0.3684 -1.5978 15.11 0.5677 1.8168 -1.4149
-0.5736 -0.2977 -1.9186 15.12 0.3514 1.4654 -0.8307
-0.6172 -0.209 -2.4153 15.13 0.2162 1.1649 -0.24
-0.5325 -0.0635 -2.9487 15.14 0.0208 0.9389 -0.1318
-0.4539 0.0749 -2.9724 15.15 -0.1504 0.9422 -0.4851
-0.449 0.2265 -3.0658 15.16 -0.3695 0.9951 -0.9939
-0.4337 0.4062 -2.5886 15.17 -0.4561 1.1246 -1.7087
-0.3967 0.6774 -2.4121 15.18 -0.5642 1.3523 -2.0124
-0.3878 0.7987 -1.8674 15.19 -0.6719 1.8261 -1.7334
-0.3764 0.9713 -1.2699 15.2 -0.7317 2.1318 -1.3042
-0.372 1.3651 -0.9721 15.21 -0.8178 2.7767 -0.5834
-0.3796 1.3737 -0.7839 15.22 -0.7088 2.9657 -0.0001
-0.3557 1.7473 -0.7975 15.23 -0.628 2.8182 0.1994
-0.4056 1.9234 -1.0901 15.24 -0.5304 2.9718 -0.0705
-0.414 2.0521 -1.3655 15.25 -0.3021 2.7905 -0.6278
-0.4143 2.1511 -1.8257 15.26 -0.1293 2.3429 -1.3229
-0.4405 2.2111 -2.4376 15.27 0.1047 2.2429 -1.769
-0.4453 2.4652 -2.5794 15.28 0.3664 1.7033 -1.5215
-0.5128 2.5952 -2.8349 15.29 0.5399 1.4134 -0.9746
-0.5119 2.5831 -2.5003 15.3 0.7563 0.9918 -0.3683
-0.5494 2.7045 -2.4301 15.31 0.98 0.8524 0.2369
-0.5293 2.5627 -2.1071 15.32 1.128 0.781 0.4963
-0.6351 2.8439 -1.6313 15.33 1.5245 0.8128 0.3372
-0.6279 2.5251 -1.1459 15.34 1.4353 1.0551 -0.215
-0.6534 2.6608 -0.7661 15.35 1.5265 1.1469 -0.9019
-0.6896 2.6493 -0.5534 15.36 1.6087 1.5169 -1.3166
-0.6889 2.6436 -0.5191 15.37 1.5606 1.9221 -1.3904
-0.7266 2.2784 -0.812 15.38 1.6091 1.997 -0.8727
-0.7377 2.314 -0.9745 15.39 1.4064 2.2484 -0.1786
