#y5 y4 y2 y3 y6 time y1
-0.547 -0.7358 -0.2823 1.3784 2.0816 11.58 -0.259
-0.1903 -0.5939 -0.3764 1.4325 1.7902 11.59 0.6544
0.0829 -0.4263 -0.4257 1.3031 1.8638 11.6 0.9172
0.3145 -0.2596 -0.5247 1.359 1.4695 11.61 0.593
0.427 -0.035 -0.5857 1.4174 1.3588 11.62 -0.2488
0.528 0.1562 -0.628 1.4266 0.8993 11.63 -0.7813
0.4455 0.3404 -0.7947 1.2198 0.6938 11.64 -0.6732
0.3287 0.5243 -0.8399 1.3662 0.3963 11.65 0.1431
0.1308 0.7092 -0.8215 1.1242 0.0751 11.66 0.9591
-0.1119 0.809 -0.822 1.11 -0.2077 11.67 1.2611
-0.3689 1.0176 -0.9271 1.0113 -0.4715 11.68 0.7984
-0.6858 1.0057 -0.8285 0.9204 -0.6903 11.69 -0.0372
-0.8559 0.9846 -0.9349 0.7915 -0.773 11.7 -0.5102
-0.9467 1.0265 -0.9242 0.7208 -0.8088 11.71 -0.1754
-1.1311 0.9926 -0.9404 0.5595 -0.9688 11.72 0.7038
